2022-04-13 20:06:07.490 UTC [20] LOG:  database system was shut down at 2022-04-13 20:05:54 UTC
2022-04-13 22:55:41.522 UTC [210] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-13 22:55:41.531 UTC [210] LOG:  execute pdo_stmt_00000004: INSERT INTO "public"."users" ("firstname", "lastname", "email", "password", "id") VALUES ($1, $2, $3, $4, DEFAULT)
2022-04-13 22:55:41.531 UTC [210] DETAIL:  parameters: $1 = 'DOEDOE', $2 = 'LouiseLouise', $3 = 'louiseL.doedoe@email.com', $4 = 'uiopq'
2022-04-13 22:55:41.546 UTC [210] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-13 22:55:41.549 UTC [210] LOG:  execute <unnamed>: SELECT CURRVAL($1)
2022-04-13 22:55:41.549 UTC [210] DETAIL:  parameters: $1 = 'users_id_seq'
2022-04-13 22:55:46.321 UTC [211] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-13 22:55:46.323 UTC [211] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-13 22:55:46.328 UTC [211] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - Main <phalcon>'
2022-04-13 22:55:46.332 UTC [211] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-13 22:55:46.337 UTC [211] LOG:  execute <unnamed>: SHOW search_path
2022-04-13 22:55:46.340 UTC [211] LOG:  execute <unnamed>: SET search_path = public,public,"$user"
2022-04-13 22:55:46.436 UTC [212] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-13 22:55:46.438 UTC [212] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-13 22:55:46.442 UTC [212] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - Metadata <phalcon>'
2022-04-13 22:55:46.447 UTC [212] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-13 22:55:46.453 UTC [212] LOG:  execute <unnamed>: SHOW search_path
2022-04-13 22:55:46.457 UTC [212] LOG:  execute <unnamed>: SET search_path = public,public,"$user"
2022-04-13 22:55:46.535 UTC [213] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-13 22:55:46.536 UTC [213] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-13 22:55:46.539 UTC [213] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - SQLEditor <Script-2.sql>'
2022-04-13 22:55:46.540 UTC [213] LOG:  execute <unnamed>: SET SESSION CHARACTERISTICS AS TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-04-13 22:55:46.544 UTC [213] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-13 22:55:46.546 UTC [213] LOG:  execute <unnamed>: SHOW search_path
2022-04-13 22:55:46.550 UTC [213] LOG:  execute <unnamed>: SET search_path = public,public,"$user"
2022-04-13 22:55:46.591 UTC [213] LOG:  execute <unnamed>: select * from users
2022-04-13 22:55:46.623 UTC [213] LOG:  execute <unnamed>: SELECT c.oid, a.attnum, a.attname, c.relname, n.nspname, a.attnotnull OR (t.typtype = 'd' AND t.typnotnull), a.attidentity != '' OR pg_catalog.pg_get_expr(d.adbin, d.adrelid) LIKE '%nextval(%' FROM pg_catalog.pg_class c JOIN pg_catalog.pg_namespace n ON (c.relnamespace = n.oid) JOIN pg_catalog.pg_attribute a ON (c.oid = a.attrelid) JOIN pg_catalog.pg_type t ON (a.atttypid = t.oid) LEFT JOIN pg_catalog.pg_attrdef d ON (d.adrelid = a.attrelid AND d.adnum = a.attnum) JOIN (SELECT 24578 AS oid , 1 AS attnum UNION ALL SELECT 24578, 2 UNION ALL SELECT 24578, 3 UNION ALL SELECT 24578, 4 UNION ALL SELECT 24578, 5) vals ON (c.oid = vals.oid AND a.attnum = vals.attnum) 
2022-04-13 22:55:46.726 UTC [213] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-13 22:55:46.740 UTC [213] LOG:  execute <unnamed>: SHOW search_path
2022-04-13 22:57:31.559 UTC [216] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-13 22:57:31.560 UTC [216] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-13 22:57:31.795 UTC [216] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-13 22:57:31.798 UTC [216] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-13 22:57:31.806 UTC [216] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-13 22:57:31.806 UTC [216] DETAIL:  parameters: $1 = '1'
2022-04-13 22:57:31.807 UTC [216] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-13 22:57:48.251 UTC [217] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-13 22:57:48.252 UTC [217] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-13 22:57:48.288 UTC [217] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-13 22:57:48.291 UTC [217] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-13 22:57:48.299 UTC [217] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-13 22:57:48.299 UTC [217] DETAIL:  parameters: $1 = '1'
2022-04-13 22:57:48.300 UTC [217] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-13 22:57:48.305 UTC [217] LOG:  execute pdo_stmt_00000004: UPDATE "public"."users" SET "firstname" = $1, "lastname" = $2, "email" = $3, "password" = $4 WHERE "id" = $5
2022-04-13 22:57:48.305 UTC [217] DETAIL:  parameters: $1 = 'DOE2', $2 = 'Louise2', $3 = 'louise.doe@email.com', $4 = 'uiopq', $5 = '2'
2022-04-13 22:57:48.313 UTC [217] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-13 22:57:51.421 UTC [213] LOG:  execute <unnamed>: select * from users
2022-04-13 22:57:51.582 UTC [213] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-13 22:57:51.589 UTC [213] LOG:  execute <unnamed>: SHOW search_path
2022-04-13 23:53:44.161 UTC [274] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-13 23:53:44.162 UTC [274] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-13 23:53:44.267 UTC [274] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-13 23:53:44.270 UTC [274] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-13 23:53:44.283 UTC [274] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-13 23:53:44.283 UTC [274] DETAIL:  parameters: $1 = '1'
2022-04-13 23:53:44.285 UTC [274] LOG:  statement: DEALLOCATE pdo_stmt_00000003
