2022-04-25 14:34:02.982 UTC [21] LOG:  database system was shut down at 2022-04-19 15:02:23 UTC
2022-04-25 14:51:42.375 UTC [78] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:51:42.379 UTC [78] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:51:42.382 UTC [78] LOG:  execute pdo_stmt_00000003: INSERT INTO "public"."countries" ("name", "short_name", "created_at", "updated_at", "id") VALUES ($1, $2, DEFAULT, DEFAULT, DEFAULT)
2022-04-25 14:51:42.382 UTC [78] DETAIL:  parameters: $1 = 'Chine', $2 = 'CH'
2022-04-25 14:51:42.386 UTC [78] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:51:42.387 UTC [78] LOG:  execute <unnamed>: SELECT CURRVAL($1)
2022-04-25 14:51:42.387 UTC [78] DETAIL:  parameters: $1 = 'countries_id_seq'
2022-04-25 14:51:44.497 UTC [79] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:51:44.497 UTC [79] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:51:44.545 UTC [79] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:51:44.548 UTC [79] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:51:44.553 UTC [79] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:51:44.559 UTC [79] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:52:48.923 UTC [82] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:52:48.924 UTC [82] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:52:48.954 UTC [82] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:52:48.956 UTC [82] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:52:48.960 UTC [82] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:52:48.965 UTC [82] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:52:49.627 UTC [83] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:52:49.628 UTC [83] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:52:49.667 UTC [83] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:52:49.670 UTC [83] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:52:49.700 UTC [83] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:52:49.706 UTC [83] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:53:22.958 UTC [85] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:53:22.959 UTC [85] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:53:22.996 UTC [85] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:53:23.000 UTC [85] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:53:23.004 UTC [85] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:53:23.011 UTC [85] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:53:34.494 UTC [87] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:53:34.495 UTC [87] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:53:34.537 UTC [87] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:53:34.540 UTC [87] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:53:34.540 UTC [87] LOG:  execute pdo_stmt_00000003: INSERT INTO "public"."countries" ("name", "short_name", "created_at", "updated_at", "id") VALUES ($1, $2, DEFAULT, DEFAULT, DEFAULT)
2022-04-25 14:53:34.540 UTC [87] DETAIL:  parameters: $1 = 'Australie', $2 = 'AU'
2022-04-25 14:53:34.547 UTC [87] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:53:34.548 UTC [87] LOG:  execute <unnamed>: SELECT CURRVAL($1)
2022-04-25 14:53:34.548 UTC [87] DETAIL:  parameters: $1 = 'countries_id_seq'
2022-04-25 14:53:36.277 UTC [88] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:53:36.279 UTC [88] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:53:36.325 UTC [88] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:53:36.328 UTC [88] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:53:36.333 UTC [88] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:53:36.340 UTC [88] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:56:34.282 UTC [94] WARNING:  could not open statistics file "pg_stat_tmp/global.stat": Operation not permitted
2022-04-25 14:58:38.823 UTC [99] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:58:38.824 UTC [99] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:58:38.850 UTC [99] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:58:38.853 UTC [99] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:58:38.859 UTC [99] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:58:38.864 UTC [99] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:59:04.319 UTC [100] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-25 14:59:04.407 UTC [100] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-25 14:59:04.454 UTC [100] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - Main <phalcon>'
2022-04-25 14:59:04.476 UTC [100] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-25 14:59:04.519 UTC [100] LOG:  execute <unnamed>: SELECT n.oid,n.*,d.description FROM pg_catalog.pg_namespace n
	LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=n.oid AND d.objsubid=0 AND d.classoid='pg_namespace'::regclass
	 ORDER BY nspname
2022-04-25 14:59:04.561 UTC [100] LOG:  execute <unnamed>: SELECT n.nspname = ANY(current_schemas(true)), n.nspname, t.typname FROM pg_catalog.pg_type t JOIN pg_catalog.pg_namespace n ON t.typnamespace = n.oid WHERE t.oid = $1
2022-04-25 14:59:04.561 UTC [100] DETAIL:  parameters: $1 = '1034'
2022-04-25 14:59:04.571 UTC [100] LOG:  execute <unnamed>: SELECT typinput='array_in'::regproc as is_array, typtype, typname   FROM pg_catalog.pg_type   LEFT JOIN (select ns.oid as nspoid, ns.nspname, r.r           from pg_namespace as ns           join ( select s.r, (current_schemas(false))[s.r] as nspname                    from generate_series(1, array_upper(current_schemas(false), 1)) as s(r) ) as r          using ( nspname )        ) as sp     ON sp.nspoid = typnamespace  WHERE typname = $1  ORDER BY sp.r, pg_type.oid DESC
2022-04-25 14:59:04.571 UTC [100] DETAIL:  parameters: $1 = '_aclitem'
2022-04-25 14:59:04.580 UTC [100] LOG:  execute <unnamed>: SHOW search_path
2022-04-25 14:59:04.604 UTC [102] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-25 14:59:04.606 UTC [102] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-25 14:59:04.610 UTC [102] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - Metadata <phalcon>'
2022-04-25 14:59:04.614 UTC [102] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-25 14:59:04.619 UTC [102] LOG:  execute <unnamed>: SHOW search_path
2022-04-25 14:59:04.627 UTC [102] LOG:  execute <unnamed>: SELECT db.oid,db.* FROM pg_catalog.pg_database db WHERE datname=$1
2022-04-25 14:59:04.627 UTC [102] DETAIL:  parameters: $1 = 'phalcon'
2022-04-25 14:59:04.641 UTC [102] LOG:  execute <unnamed>: select * from pg_catalog.pg_settings where name=$1
2022-04-25 14:59:04.641 UTC [102] DETAIL:  parameters: $1 = 'standard_conforming_strings'
2022-04-25 14:59:04.661 UTC [102] LOG:  execute <unnamed>: select string_agg(word, ',') from pg_catalog.pg_get_keywords() where word <> ALL ('{a,abs,absolute,action,ada,add,admin,after,all,allocate,alter,always,and,any,are,array,as,asc,asensitive,assertion,assignment,asymmetric,at,atomic,attribute,attributes,authorization,avg,before,begin,bernoulli,between,bigint,binary,blob,boolean,both,breadth,by,c,call,called,cardinality,cascade,cascaded,case,cast,catalog,catalog_name,ceil,ceiling,chain,char,char_length,character,character_length,character_set_catalog,character_set_name,character_set_schema,characteristics,characters,check,checked,class_origin,clob,close,coalesce,cobol,code_units,collate,collation,collation_catalog,collation_name,collation_schema,collect,column,column_name,command_function,command_function_code,commit,committed,condition,condition_number,connect,connection_name,constraint,constraint_catalog,constraint_name,constraint_schema,constraints,constructors,contains,continue,convert,corr,corresponding,count,covar_pop,covar_samp,create,cross,cube,cume_dist,current,current_collation,current_date,current_default_transform_group,current_path,current_role,current_time,current_timestamp,current_transform_group_for_type,current_user,cursor,cursor_name,cycle,data,date,datetime_interval_code,datetime_interval_precision,day,deallocate,dec,decimal,declare,default,defaults,deferrable,deferred,defined,definer,degree,delete,dense_rank,depth,deref,derived,desc,describe,descriptor,deterministic,diagnostics,disconnect,dispatch,distinct,domain,double,drop,dynamic,dynamic_function,dynamic_function_code,each,element,else,end,end-exec,equals,escape,every,except,exception,exclude,excluding,exec,execute,exists,exp,external,extract,false,fetch,filter,final,first,float,floor,following,for,foreign,fortran,found,free,from,full,function,fusion,g,general,get,global,go,goto,grant,granted,group,grouping,having,hierarchy,hold,hour,identity,immediate,implementation,in,including,increment,indicator,initially,inner,inout,input,insensitive,insert,instance,instantiable,int,integer,intersect,intersection,interval,into,invoker,is,isolation,join,k,key,key_member,key_type,language,large,last,lateral,leading,left,length,level,like,ln,local,localtime,localtimestamp,locator,lower,m,map,match,matched,max,maxvalue,member,merge,message_length,message_octet_length,message_text,method,min,minute,minvalue,mod,modifies,module,month,more,multiset,mumps,name,names,national,natural,nchar,nclob,nesting,new,next,no,none,normalize,normalized,not,"null",nullable,nullif,nulls,number,numeric,object,octet_length,octets,of,old,on,only,open,option,options,or,order,ordering,ordinality,others,out,outer,output,over,overlaps,overlay,overriding,pad,parameter,parameter_mode,parameter_name,parameter_ordinal_position,parameter_specific_catalog,parameter_specific_name,parameter_specific_schema,partial,partition,pascal,path,percent_rank,percentile_cont,percentile_disc,placing,pli,position,power,preceding,precision,prepare,preserve,primary,prior,privileges,procedure,public,range,rank,read,reads,real,recursive,ref,references,referencing,regr_avgx,regr_avgy,regr_count,regr_intercept,regr_r2,regr_slope,regr_sxx,regr_sxy,regr_syy,relative,release,repeatable,restart,result,return,returned_cardinality,returned_length,returned_octet_length,returned_sqlstate,returns,revoke,right,role,rollback,rollup,routine,routine_catalog,routine_name,routine_schema,row,row_count,row_number,rows,savepoint,scale,schema,schema_name,scope_catalog,scope_name,scope_schema,scroll,search,second,section,security,select,self,sensitive,sequence,serializable,server_name,session,session_user,set,sets,similar,simple,size,smallint,some,source,space,specific,specific_name,specifictype,sql,sqlexception,sqlstate,sqlwarning,sqrt,start,state,statement,static,stddev_pop,stddev_samp,structure,style,subclass_origin,submultiset,substring,sum,symmetric,system,system_user,table,table_name,tablesample,temporary,then,ties,time,timestamp,timezone_hour,timezone_minute,to,top_level_count,trailing,transaction,transaction_active,transactions_committed,transactions_rolled_back,transform,transforms,translate,translation,treat,trigger,trigger_catalog,trigger_name,trigger_schema,trim,true,type,uescape,unbounded,uncommitted,under,union,unique,unknown,unnamed,unnest,update,upper,usage,user,user_defined_type_catalog,user_defined_type_code,user_defined_type_name,user_defined_type_schema,using,value,values,var_pop,var_samp,varchar,varying,view,when,whenever,where,width_bucket,window,with,within,without,work,write,year,zone}'::text[])
2022-04-25 14:59:04.675 UTC [102] LOG:  execute <unnamed>: SELECT version()
2022-04-25 14:59:04.691 UTC [102] LOG:  execute <unnamed>: SELECT t.oid,t.*,c.relkind,format_type(nullif(t.typbasetype, 0), t.typtypmod) as base_type_name, d.description
	FROM pg_catalog.pg_type t
	LEFT OUTER JOIN pg_catalog.pg_type et ON et.oid=t.typelem 
	LEFT OUTER JOIN pg_catalog.pg_class c ON c.oid=t.typrelid
	LEFT OUTER JOIN pg_catalog.pg_description d ON t.oid=d.objoid
	WHERE t.typname IS NOT NULL
	AND (c.relkind IS NULL OR c.relkind = 'c') AND (et.typcategory IS NULL OR et.typcategory <> 'C')
2022-04-25 14:59:05.230 UTC [103] LOG:  execute <unnamed>: SET extra_float_digits = 3
2022-04-25 14:59:05.233 UTC [103] LOG:  execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'
2022-04-25 14:59:05.236 UTC [103] LOG:  execute <unnamed>: SET application_name = 'DBeaver 22.0.2 - SQLEditor <Script-2.sql>'
2022-04-25 14:59:05.243 UTC [103] LOG:  execute <unnamed>: SELECT current_schema(),session_user
2022-04-25 14:59:05.246 UTC [103] LOG:  execute <unnamed>: SHOW search_path
2022-04-25 14:59:05.250 UTC [103] LOG:  execute <unnamed>: SET search_path = public,public,"$user"
2022-04-25 14:59:08.696 UTC [103] LOG:  execute <unnamed>: SHOW TRANSACTION ISOLATION LEVEL
2022-04-25 14:59:14.757 UTC [102] LOG:  execute <unnamed>: SELECT c.oid,c.*,d.description,pg_catalog.pg_get_expr(c.relpartbound, c.oid) as partition_expr,  pg_catalog.pg_get_partkeydef(c.oid) as partition_key 
	FROM pg_catalog.pg_class c
	LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=c.oid AND d.objsubid=0 AND d.classoid='pg_class'::regclass
	WHERE c.relnamespace=$1 AND c.relkind not in ('i','I','c')
2022-04-25 14:59:14.757 UTC [102] DETAIL:  parameters: $1 = '2200'
2022-04-25 14:59:14.855 UTC [102] LOG:  execute <unnamed>: select c.oid,pg_catalog.pg_total_relation_size(c.oid) as total_rel_size,pg_catalog.pg_relation_size(c.oid) as rel_size
	FROM pg_class c
	WHERE c.relnamespace=$1
2022-04-25 14:59:14.855 UTC [102] DETAIL:  parameters: $1 = '2200'
2022-04-25 14:59:18.645 UTC [100] LOG:  execute <unnamed>: SHOW TRANSACTION ISOLATION LEVEL
2022-04-25 14:59:18.819 UTC [102] LOG:  execute <unnamed>: SELECT t.oid,t.*,pg_tablespace_location(t.oid) loc
	FROM pg_catalog.pg_tablespace t 
	ORDER BY t.oid
2022-04-25 14:59:18.856 UTC [102] LOG:  execute <unnamed>: SELECT a.oid,a.* FROM pg_catalog.pg_roles a 
	ORDER BY a.rolname
2022-04-25 14:59:18.869 UTC [102] LOG:  execute <unnamed>: SELECT i.*,c.relnamespace FROM pg_catalog.pg_inherits i,pg_catalog.pg_class c WHERE i.inhrelid=$1 AND c.oid=i.inhparent ORDER BY i.inhseqno
2022-04-25 14:59:18.869 UTC [102] DETAIL:  parameters: $1 = '32779'
2022-04-25 14:59:18.889 UTC [102] LOG:  execute <unnamed>: SELECT c.relname,a.*,pg_catalog.pg_get_expr(ad.adbin, ad.adrelid, true) as def_value,dsc.description
	FROM pg_catalog.pg_attribute a
	INNER JOIN pg_catalog.pg_class c ON (a.attrelid=c.oid)
	LEFT OUTER JOIN pg_catalog.pg_attrdef ad ON (a.attrelid=ad.adrelid AND a.attnum = ad.adnum)
	LEFT OUTER JOIN pg_catalog.pg_description dsc ON (c.oid=dsc.objoid AND a.attnum = dsc.objsubid)
	WHERE NOT a.attisdropped AND c.oid=$1 ORDER BY a.attnum
2022-04-25 14:59:18.889 UTC [102] DETAIL:  parameters: $1 = '32779'
2022-04-25 14:59:19.216 UTC [102] LOG:  execute <unnamed>: SELECT c.oid,c.* FROM pg_catalog.pg_collation c 
	ORDER BY c.oid
2022-04-25 14:59:34.311 UTC [104] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:59:34.312 UTC [104] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:59:34.347 UTC [104] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:59:34.354 UTC [104] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 14:59:34.362 UTC [104] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:59:34.387 UTC [104] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 14:59:35.578 UTC [106] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 14:59:35.579 UTC [106] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 14:59:35.605 UTC [106] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 14:59:35.608 UTC [106] LOG:  statement: DEALLOCATE pdo_stmt_00000002
